enterprise_id,enterprise_name,business_scale_10k,sales_scale_10k,purchase_scale_10k,net_sales_10k,operating_net_inflow_proxy_10k,sales_growth_trend,sales_monthly_cv,invoice_activity_per_month,sales_return_rate,purchase_return_rate,void_invoice_rate,zero_amount_invoice_rate,customer_count,supplier_count,customer_hhi,supplier_hhi,max_customer_share,max_supplier_share,purchase_sales_ratio,active_month_ratio,longest_active_streak_ratio,audit_all_invoice_count,audit_valid_invoice_count,audit_void_invoice_count,audit_positive_invoice_count,audit_negative_invoice_count,audit_zero_invoice_count,audit_negative_amount_10k,audit_missing_counterparty_count
E386,个体经营E386,476.724736,457,19.724736,427,407.275264,-0.06243089852,1.890589797,11.02439024,0.06564551422,-0,0.03211991435,0,6,113,0.4011462827,0.04844772334,0.4814004376,0.1659236402,0.04316134792,0.6585365854,0.5609756098,467,452,15,448,4,0,30,0
E387,***农副产品经营部,85.1281,84.9901,0.138,84.9901,84.8521,0.01801372094,0.6939075677,2.170731707,-0,-0,0.0824742268,0,8,1,0.5619219044,1,0.7412628059,1,0.001623718527,0.6829268293,0.6097560976,97,89,8,89,0,0,-0,0
E388,***商贸有限公司,116.82833,106.24505,10.58328,106.24505,95.69927,0.006925081542,0.8242269469,14.87804878,-0,0.003543324943,0.05572755418,0,84,56,0.08409045205,0.3122287233,0.2290878493,0.5505776092,0.09961198192,0.9024390244,0.9024390244,646,610,36,609,1,0,0.0375,0
E389,***清洁服务有限公司,47.8347,47.5467,0.288,47.5467,47.2587,0.02923757986,2.056451961,1.585365854,-0,-0,0.01515151515,0,2,2,0.9853860064,0.7222222222,0.9926388162,0.8333333333,0.006057202708,0.2682926829,0.1219512195,66,65,1,65,0,0,-0,0
E390,***建筑工程有限公司,82.518442,81.790562,0.72788,81.790562,81.062682,0.003219348395,2.955683971,0.7317073171,-0,-0,0,0,1,14,1,0.1521338853,1,0.3111776666,0.008899315302,0.3170731707,0.07317073171,30,30,0,30,0,0,-0,0
E391,***五金店,136.492556,136.403556,0.089,135.43922,135.35022,0.002499527917,0.7144265152,7.829268293,0.007069727713,-0,0.09065155807,0,102,2,0.05588248875,0.5333922485,0.1364634511,0.6292134831,0.0006524756583,0.9268292683,0.9268292683,353,321,32,318,3,0,0.964336,0
E392,***科技有限公司,113.808776,104.4138,9.394976,103.9838,94.588824,0.01317804574,1.340190359,9.902439024,0.004118229583,-0,0.07517084282,0,164,31,0.03634195797,0.17434888,0.1296763455,0.3569993154,0.08997829789,0.8780487805,0.8780487805,439,406,33,404,2,0,0.43,0
E393,***商贸有限责任公司,137.894383,95.171559,42.722824,92.060659,49.337835,0.01052877945,0.4794462081,13.82926829,0.03268728634,-0,0.1014263074,0,164,6,0.0653756273,0.5302867149,0.16714132,0.6374013104,0.4489032695,0.8780487805,0.8780487805,631,567,64,557,10,0,3.1109,0
E394,***环保设计研究院（有限合伙）,189.131495,110.4149,78.716595,110.4149,33.407015,0.03575724017,2.621092579,13.51219512,-0,0.02170711271,0.1206349206,0,11,131,0.1869396924,0.07338452292,0.2719107657,0.1270380153,0.712916418,0.8536585366,0.8048780488,630,554,76,550,4,0,1.70871,0
E395,***网络科技有限公司,248.403812,221.67731,26.726502,221.66231,195.216708,-0.01921761851,1.696171821,5.536585366,6.766592395e-05,0.01051016702,0.1775362319,0,18,37,0.2067436644,0.216299978,0.3164572865,0.3354498093,0.1205648968,0.7804878049,0.5853658537,276,227,49,221,6,0,0.2959,0
E396,***文化传播有限公司,117.674138,67.80252,49.871618,65.52182,15.650202,-0.009427808999,2.375848593,6.414634146,0.03363739283,-0,0.0640569395,0,14,96,0.2198708282,0.0841215813,0.3999733343,0.1767999586,0.7355422483,0.8048780488,0.6585365854,281,263,18,260,3,0,2.2807,0
E397,***大闸蟹经营部,111.23615,66.97215,44.264,66.97215,22.70815,0.01988122741,1.818437555,3.682926829,-0,-0,0.2524752475,0,66,4,0.07159479226,0.8822222017,0.1716076011,0.9375564793,0.6609314469,0.3658536585,0.1463414634,202,151,51,151,0,0,-0,0
E398,***医疗管理咨询有限公司,71.824414,63.743335,8.081079,63.743335,55.662256,0.02013900359,2.696366583,3.951219512,-0,-0,0.006134969325,0,24,20,0.6506070379,0.2195792991,0.8032212309,0.3813673892,0.1267752778,0.8048780488,0.8048780488,163,162,1,162,0,0,-0,0
E399,***装饰工程有限公司,47.5596,45.54248,2.01712,45.54248,43.52536,0.00646809726,3.054785263,1.634146341,-0,-0,0.05633802817,0,9,13,0.2502469958,0.3193611264,0.3448073096,0.4871301658,0.04429095649,0.6341463415,0.6341463415,71,67,4,67,0,0,-0,0
E400,***办公用品经营部,91.197135,84.03277,7.164365,84.03277,76.868405,-0.008683498218,1.311346428,3.365853659,-0,-0,0.08,0,21,4,0.106284317,0.574582157,0.1740615001,0.7021696968,0.08525679922,0.6585365854,0.1707317073,150,138,12,138,0,0,-0,0
E401,***遮阳技术发展中心,54.736384,36.029299,18.707085,36.029299,17.322214,0.01193149296,2.995317157,1.634146341,-0,-0,0.3619047619,0,14,10,0.2421812826,0.3086870542,0.4440830225,0.464790586,0.5192186781,0.6097560976,0.2195121951,105,67,38,67,0,0,-0,0
E402,***商贸有限公司,108.084232,59.863432,48.2208,54.863432,6.642632,-0.01402909471,2.083818343,1.926829268,0.08352344383,-0,0.03658536585,0,4,5,0.3510820653,0.9945029895,0.429202589,0.9972460017,0.805513456,0.3902439024,0.1463414634,82,79,3,77,2,0,5,0
E403,***机械有限公司,134.278323,124.273171,10.005152,124.273171,114.268019,0.0002557922485,1.322296667,4.12195122,-0,-0,0.06111111111,0,10,53,0.313155627,0.05620638057,0.4771098663,0.1129568047,0.08050934823,0.9024390244,0.8780487805,180,169,11,169,0,0,-0,0
E404,个体经营E404,185.3085,91.61,93.6985,91.61,-2.0885,0.0006590998983,3.850520551,0.9756097561,-0,-0,0.2,0,4,12,0.4593896536,0.2349862107,0.5425171924,0.3359178642,1.02279773,0.3658536585,0.09756097561,50,40,10,40,0,0,-0,0
E405,***职业技能服务有限公司,70.051512,60.9176,9.133912,60.9176,51.783688,-0.0005512932825,3.259755797,1.024390244,-0,-0,0.3333333333,0,12,5,0.2954892535,0.8907658709,0.4841786282,0.9431336759,0.1499388026,0.4146341463,0.1219512195,63,42,21,42,0,0,-0,0
E406,***招投标代理有限公司,108.488324,88.685945,19.802379,85.671945,65.869566,0.01286769732,2.917595209,1.853658537,0.033985092,-0,0.0843373494,0,5,34,0.3387841554,0.1511901883,0.4829000243,0.2069751316,0.2232865535,0.5853658537,0.2682926829,83,76,7,75,1,0,3.014,0
E407,***装饰工程有限公司,250.703118,209.4413,41.261818,190.4413,149.316882,0.0524658153,2.299288818,4.365853659,0.09071754234,0.003329955069,0.0725388601,0,5,53,0.3268124827,0.2131595342,0.4607496229,0.4304221399,0.1970089853,0.7073170732,0.6829268293,193,179,14,175,4,0,19.1374,0
E408,***空调制冷有限责任公司,60.560014,53.7826,6.777414,53.7826,47.005186,-0.0006083044358,1.693022026,1.585365854,-0,-0,0.09722222222,0,10,11,0.273926932,0.2321359465,0.4476280433,0.3762532435,0.1260149937,0.6341463415,0.2195121951,72,65,7,65,0,0,-0,0
E409,***塑胶有限公司,27.262237,22.292337,4.9699,22.292337,17.322437,0.01509242502,1.664747543,2.56097561,-0,-0,0.09482758621,0,37,5,0.08624810597,0.4335974236,0.1387300039,0.5875369726,0.2229420809,0.6341463415,0.3170731707,116,105,11,105,0,0,-0,0
E410,***网络科技有限公司,44.106151,42.1828,1.923351,41.2858,39.398183,0.01078911424,1.607066019,4.146341463,0.02126459126,0.01857903212,0.005847953216,0,41,10,0.08083106396,0.3862496842,0.154091241,0.5924482843,0.04559562191,0.7073170732,0.4146341463,171,170,1,165,5,0,0.932734,0
E411,***机电设备有限公司,54.075003,28.9049,25.170103,26.8303,1.660197,0.006975356315,1.671167454,4.292682927,0.07177329795,-0,0.145631068,0,28,33,0.1058811931,0.641367359,0.1960844009,0.798566458,0.8707901774,0.8048780488,0.6585365854,206,176,30,172,4,0,2.0746,0
E412,***汽车贸易有限公司,40.098136,33.1101,6.988036,33.1101,26.122064,0.0003388186483,1.220838505,5.365853659,-0,-0,0.06382978723,0,82,19,0.03230792682,0.1640493745,0.08456634078,0.2630691943,0.2110545121,0.8536585366,0.8048780488,235,220,15,220,0,0,-0,0
E413,***石材工艺品有限公司,32.283221,29.558831,2.72439,29.558831,26.834441,0.01914949414,3.849086812,2.317073171,-0,-0,0.06862745098,0,7,9,0.4492486955,0.2512569923,0.6393080971,0.3476073543,0.09216839462,0.4390243902,0.1951219512,102,95,7,95,0,0,-0,0
E414,***物流有限责任公司***分公司,39.868233,38.84,1.028233,38.84,37.811767,0.004825219876,3.68035197,0.4146341463,-0,-0,0.15,0,6,4,0.3295753208,0.4465219748,0.4647270855,0.553603123,0.02647355819,0.2682926829,0.07317073171,20,17,3,17,0,0,-0,0
E415,***广告设计服务部,10.93912,9.13912,1.8,8.78932,6.98932,0.01047619557,1.355288897,5.12195122,0.03827501991,-0,0,0,181,1,0.01028528199,1,0.04763040643,1,0.1969555056,0.5609756098,0.5609756098,210,210,0,203,7,0,0.3498,0
E416,***科技有限公司,32.745452,21.56968,11.175772,21.56968,10.393908,0.01235170259,2.411921934,0.7317073171,-0,-0,0.09090909091,0,5,5,0.4044065693,0.9702629746,0.5563364871,0.9849880617,0.5181241446,0.3170731707,0.09756097561,33,30,3,30,0,0,-0,0
E417,***园林景观工程有限公司,34.033846,16.652,17.381846,16.652,-0.729846,0.0008101489615,4.100427174,3.243902439,-0,-0,0.007462686567,0,2,23,0.5167960152,0.3223859295,0.5916406438,0.5281372301,1.04382933,0.756097561,0.6585365854,134,133,1,133,0,0,-0,0
E418,***营销策划有限公司,48.788664,43.88912,4.899544,43.88912,38.989576,0.004476311489,4.048856522,2.219512195,-0,-0,0.03191489362,0,12,31,0.3647573301,0.1589044576,0.5793121393,0.3178867258,0.1116345919,0.487804878,0.3658536585,94,91,3,91,0,0,-0,0
E419,***科技有限公司,1200.930474,5.52,1195.410474,5.52,-1185.439952,0.006074376902,3.178955032,31.26829268,-0,0.003723007366,0.01987767584,0,2,193,0.6009241756,0.5597629447,0.7246376812,0.7429735512,216.5598685,0.9268292683,0.9268292683,1308,1282,26,1269,13,0,4.450522,0
E420,***康药房,221.991109,8.232173,213.758936,8.232173,-205.526763,0.001715637242,1.186556665,6.463414634,-0,-0,0.05017921147,0,72,20,0.02781574809,0.2479274622,0.06613745848,0.3778078312,25.96628326,0.7804878049,0.6585365854,279,265,14,265,0,0,-0,0
E421,***保温材料有限公司,28.524183,25.307183,3.217,25.307183,22.090183,-0.001177179309,4.223736329,1.146341463,-0,-0,0.02083333333,0,5,5,0.448898241,0.8540227067,0.6322315684,0.9232203917,0.1271180597,0.3902439024,0.1219512195,48,47,1,47,0,0,-0,0
E422,***童装店,2.881661,2.785661,0.096,2.785661,2.689661,0.005075259746,3.029250073,0.7317073171,-0,-0,0.09090909091,0,20,2,0.1320841788,0.6701388889,0.2997493234,0.7916666667,0.03446219766,0.3414634146,0.2682926829,33,30,3,30,0,0,-0,0
E423,***通风设备有限公司,15.41017,7.497,7.91317,7.497,0.59183,-0.00210896166,3.188918283,0.6585365854,-0,0.1273825787,0.03571428571,0,3,8,0.3900977758,0.4628036994,0.5278111244,0.644520464,1.055511538,0.4146341463,0.1219512195,28,27,1,26,1,0,1.008,0
E424,***贸易有限公司,35.245298,8.045359,27.199939,7.92033,-19.279609,2.785136926e-05,5.354078802,1.512195122,0.01554051224,-0,0.08823529412,0,21,13,0.7028069335,0.7139799185,0.8334370163,0.8386569543,3.380823528,0.4390243902,0.1951219512,68,62,6,60,2,0,0.125029,0
E425,***商贸有限公司,15.03149,8.768,6.26349,8.768,2.55986,-0.000594149776,4.305196226,3.073170732,-0,0.008836926378,0.07352941176,0,2,27,0.8924527312,0.08548668361,0.9429744526,0.1724278318,0.7143578923,0.512195122,0.3414634146,136,126,10,123,3,0,0.05535,0
